id	category	n	exploredStates	minRejectDepth	productionAccepts
REAL-MANDATORY-COUNTEREXAMPLE	mandatory_valid_counterexample	5	5	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-1-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-2-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-2-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-2-1-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-1-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-1-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-2-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-2-2-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-2-2-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-0-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-0-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-1-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-10-n4	authoritative_simulation	4	4	0	true
REAL-CENT-3-1-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-1-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-1-11-n4	authoritative_simulation	4	4	0	true
REAL-CENT-3-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-8-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-2-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-2-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-2-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-3-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-3-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-5-n2	authoritative_simulation	2	2	0	true
